品类,日期,销量
212,2023/6/23,40
212,2023/6/24,36
212,2023/6/25,40
212,2023/6/26,82
212,2023/6/27,48
212,2023/6/28,36
212,2023/6/29,46
212,2023/6/30,48
213,2023/5/4,0
213,2023/5/5,0
213,2023/5/6,0
213,2023/5/7,0
213,2023/5/8,0
213,2023/5/19,0
213,2023/5/20,0
213,2023/5/22,0
213,2023/5/23,0
213,2023/5/24,2
213,2023/5/25,2
213,2023/5/26,2
213,2023/5/27,2
213,2023/5/28,2
213,2023/5/29,2
213,2023/5/30,8
213,2023/5/31,50
213,2023/6/1,6
213,2023/6/2,6
213,2023/6/3,20
213,2023/6/4,10
213,2023/6/5,10
213,2023/6/6,12
213,2023/6/7,20
213,2023/6/8,12
213,2023/6/9,12
213,2023/6/10,14
213,2023/6/11,16
213,2023/6/12,20
213,2023/6/13,16
213,2023/6/14,14
213,2023/6/15,20
213,2023/6/16,38
213,2023/6/17,52
213,2023/6/18,76
213,2023/6/19,16
213,2023/6/20,0
213,2023/6/21,4
213,2023/6/22,12
213,2023/6/23,10
213,2023/6/24,6
213,2023/6/25,8
213,2023/6/26,4
213,2023/6/27,10
213,2023/6/28,10
213,2023/6/29,8
213,2023/6/30,8
214,2022/7/1,62
214,2022/7/2,50
214,2022/7/3,56
214,2022/7/4,60
214,2022/7/5,68
214,2022/7/6,62
214,2022/7/7,68
214,2022/7/8,78
214,2022/7/9,66
214,2022/7/10,66
214,2022/7/11,50
214,2022/7/12,52
214,2022/7/13,78
214,2022/7/14,64
214,2022/7/15,58
214,2022/7/16,62
214,2022/7/17,46
214,2022/7/18,60
214,2022/7/19,54
214,2022/7/20,56
214,2022/7/21,60
214,2022/7/22,88
214,2022/7/23,56
214,2022/7/24,56
214,2022/7/25,68
214,2022/7/26,60
214,2022/7/27,64
214,2022/7/28,64
214,2022/7/29,46
214,2022/7/30,66
214,2022/7/31,46
214,2022/8/1,52
214,2022/8/2,42
214,2022/8/3,58
214,2022/8/4,52
214,2022/8/5,50
214,2022/8/6,48
214,2022/8/7,54
214,2022/8/8,64
214,2022/8/9,54
214,2022/8/10,66
214,2022/8/11,70
214,2022/8/12,54
214,2022/8/13,48
214,2022/8/14,54
214,2022/8/15,58
214,2022/8/16,56
214,2022/8/17,74
214,2022/8/18,64
214,2022/8/19,58
214,2022/8/20,52
214,2022/8/21,68
214,2022/8/22,80
214,2022/8/23,50
214,2022/8/24,48
214,2022/8/25,54
214,2022/8/26,54
214,2022/8/27,64
214,2022/8/28,66
214,2022/8/29,66
214,2022/8/30,74
214,2022/8/31,80
214,2022/9/1,82
214,2022/9/2,106
214,2022/9/3,80
214,2022/9/4,64
214,2022/9/5,72
214,2022/9/6,58
214,2022/9/7,68
214,2022/9/8,68
214,2022/9/9,56
214,2022/9/10,56
214,2022/9/11,60
214,2022/9/12,60
214,2022/9/13,60
214,2022/9/14,66
214,2022/9/15,68
214,2022/9/16,76
214,2022/9/17,74
214,2022/9/18,70
214,2022/9/19,66
214,2022/9/20,68
214,2022/9/21,64
214,2022/9/22,74
214,2022/9/23,54
214,2022/9/24,68
214,2022/9/25,54
214,2022/9/26,62
214,2022/9/27,56
214,2022/9/28,52
214,2022/9/29,58
214,2022/9/30,62
214,2023/4/1,54
214,2023/4/2,54
214,2023/4/3,64
214,2023/4/4,50
214,2023/4/5,44
214,2023/4/6,68
214,2023/4/7,50
214,2023/4/8,64
214,2023/4/9,46
214,2023/4/10,36
214,2023/4/11,50
214,2023/4/12,54
214,2023/4/13,42
214,2023/4/14,46
214,2023/4/15,58
214,2023/4/16,52
214,2023/4/17,42
214,2023/4/18,46
214,2023/4/19,38
214,2023/4/20,50
214,2023/4/21,72
214,2023/4/22,58
214,2023/4/23,70
214,2023/4/24,90
214,2023/4/25,92
214,2023/4/26,56
214,2023/4/27,40
214,2023/4/28,34
214,2023/4/29,48
214,2023/4/30,30
214,2023/5/1,36
214,2023/5/2,30
214,2023/5/3,46
214,2023/5/4,42
214,2023/5/5,46
214,2023/5/6,44
214,2023/5/7,38
214,2023/5/8,52
214,2023/5/9,44
214,2023/5/10,30
214,2023/5/11,40
214,2023/5/12,40
214,2023/5/13,36
214,2023/5/14,36
214,2023/5/15,34
214,2023/5/16,42
214,2023/5/17,44
214,2023/5/18,42
214,2023/5/19,36
214,2023/5/20,44
214,2023/5/21,38
214,2023/5/22,44
214,2023/5/23,52
214,2023/5/24,74
214,2023/5/25,42
214,2023/5/26,36
214,2023/5/27,40
214,2023/5/28,36
214,2023/5/29,40
214,2023/5/30,28
214,2023/5/31,50
214,2023/6/1,62
214,2023/6/2,50
214,2023/6/3,56
214,2023/6/4,42
214,2023/6/5,42
214,2023/6/6,44
214,2023/6/7,36
214,2023/6/8,50
214,2023/6/9,36
214,2023/6/10,38
214,2023/6/11,38
214,2023/6/12,60
214,2023/6/13,42
214,2023/6/14,46
214,2023/6/15,44
214,2023/6/16,70
214,2023/6/17,82
214,2023/6/18,132
214,2023/6/19,92
214,2023/6/20,54
214,2023/6/21,38
214,2023/6/22,32
214,2023/6/23,34
214,2023/6/24,30
214,2023/6/25,54
214,2023/6/26,28
214,2023/6/27,36
214,2023/6/28,34
214,2023/6/29,48
214,2023/6/30,34
215,2022/7/1,158
215,2022/7/2,188
215,2022/7/3,200
215,2022/7/4,232
215,2022/7/5,202
215,2022/7/6,184
215,2022/7/7,182
215,2022/7/8,178
215,2022/7/9,180
215,2022/7/10,182
215,2022/7/11,218
215,2022/7/12,198
215,2022/7/13,190
215,2022/7/14,218
215,2022/7/15,192
215,2022/7/16,214
215,2022/7/17,204
215,2022/7/18,230
215,2022/7/19,220
215,2022/7/20,210
215,2022/7/21,202
215,2022/7/22,198
215,2022/7/23,192
215,2022/7/24,202
215,2022/7/25,238
215,2022/7/26,202
215,2022/7/27,212
215,2022/7/28,214
215,2022/7/29,212
215,2022/7/30,240
215,2022/7/31,258
215,2022/8/1,314
215,2022/8/2,352
215,2022/8/3,420
215,2022/8/4,284
215,2022/8/5,196
215,2022/8/6,204
215,2022/8/7,208
215,2022/8/8,236
215,2022/8/9,216
215,2022/8/10,220
215,2022/8/11,202
215,2022/8/12,196
215,2022/8/13,224
215,2022/8/14,236
215,2022/8/15,276
215,2022/8/16,252
215,2022/8/17,242
215,2022/8/18,236
215,2022/8/19,232
215,2022/8/20,264
215,2022/8/21,256
215,2022/8/22,264
215,2022/8/23,266
215,2022/8/24,252
215,2022/8/25,254
215,2022/8/26,246
215,2022/8/27,276
215,2022/8/28,290
215,2022/8/29,332
215,2022/8/30,296
215,2022/8/31,268
215,2022/9/1,270
215,2022/9/2,240
215,2022/9/3,260
215,2022/9/4,252
215,2022/9/5,268
215,2022/9/6,266
215,2022/9/7,274
215,2022/9/8,262
215,2022/9/9,224
215,2022/9/10,234
215,2022/9/11,238
215,2022/9/12,248
215,2022/9/13,278
215,2022/9/14,272
215,2022/9/15,290
215,2022/9/16,228
215,2022/9/17,264
215,2022/9/18,236
215,2022/9/19,252
215,2022/9/20,250
215,2022/9/21,236
215,2022/9/22,290
215,2022/9/23,290
215,2022/9/24,304
215,2022/9/25,296
215,2022/9/26,332
215,2022/9/27,262
215,2022/9/28,270
215,2022/9/29,264
215,2022/9/30,224
215,2023/4/1,250
215,2023/4/2,262
215,2023/4/3,234
215,2023/4/4,206
215,2023/4/5,222
215,2023/4/6,204
215,2023/4/7,208
215,2023/4/8,250
215,2023/4/9,246
215,2023/4/10,280
215,2023/4/11,244
215,2023/4/12,242
215,2023/4/13,226
215,2023/4/14,258
215,2023/4/15,286
215,2023/4/16,296
215,2023/4/17,282
215,2023/4/18,272
215,2023/4/19,306
215,2023/4/20,262
215,2023/4/21,246
215,2023/4/22,278
215,2023/4/23,274
215,2023/4/24,266
215,2023/4/25,286
215,2023/4/26,288
215,2023/4/27,306
215,2023/4/28,234
215,2023/4/29,242
215,2023/4/30,258
215,2023/5/1,238
215,2023/5/2,260
215,2023/5/3,320
215,2023/5/4,328
215,2023/5/5,290
215,2023/5/6,262
215,2023/5/7,284
215,2023/5/8,296
215,2023/5/9,284
215,2023/5/10,274
215,2023/5/11,268
215,2023/5/12,266
215,2023/5/13,306
215,2023/5/14,292
215,2023/5/15,336
215,2023/5/16,352
215,2023/5/17,332
215,2023/5/18,348
215,2023/5/19,380
215,2023/5/20,314
215,2023/5/21,272
215,2023/5/22,260
215,2023/5/23,248
215,2023/5/24,252
215,2023/5/25,238
215,2023/5/26,220
215,2023/5/27,246
215,2023/5/28,266
215,2023/5/29,252
215,2023/5/30,238
215,2023/5/31,306
215,2023/6/1,368
215,2023/6/2,240
215,2023/6/3,278
215,2023/6/4,264
215,2023/6/5,252
215,2023/6/6,246
215,2023/6/7,256
215,2023/6/8,260
215,2023/6/9,240
215,2023/6/10,256
215,2023/6/11,254
215,2023/6/12,312
215,2023/6/13,334
215,2023/6/14,482
215,2023/6/15,732
215,2023/6/16,782
215,2023/6/17,1240
215,2023/6/18,930
215,2023/6/19,422
215,2023/6/20,226
215,2023/6/21,182
215,2023/6/22,200
215,2023/6/23,164
215,2023/6/24,174
215,2023/6/25,254
215,2023/6/26,194
215,2023/6/27,184
215,2023/6/28,176
215,2023/6/29,178
215,2023/6/30,214
216,2022/7/1,0
216,2022/7/2,0
216,2022/7/3,0
216,2022/7/4,0
216,2022/7/5,0
216,2022/7/6,0
216,2022/7/7,0
216,2022/7/8,0
216,2022/7/9,0
216,2022/7/10,0
216,2022/7/11,0
216,2022/7/12,0
216,2022/7/13,0
216,2022/7/14,0
216,2022/7/15,0
216,2022/7/16,0
216,2022/7/17,0
216,2022/7/18,0
216,2022/7/19,0
216,2022/7/20,0
216,2022/7/21,0
216,2022/7/22,0
216,2022/7/23,0
216,2022/7/24,0
216,2022/7/25,0
216,2022/7/26,0
216,2022/7/27,0
216,2022/7/28,0
216,2022/7/29,0
216,2022/7/30,0
216,2022/7/31,0
216,2022/8/1,0
216,2022/8/2,0
216,2022/8/3,0
216,2022/8/4,0
216,2022/8/5,2
216,2022/8/6,2
216,2022/8/7,0
216,2022/8/8,0
216,2022/8/9,0
216,2022/8/10,2
216,2022/8/11,0
216,2022/8/12,0
216,2022/8/13,2
216,2022/8/14,0
216,2022/8/15,0
216,2022/8/16,0
216,2022/8/17,0
216,2022/8/18,0
216,2022/8/19,0
216,2022/8/20,0
216,2022/8/21,2
216,2022/8/22,0
216,2022/8/23,0
216,2022/8/24,2
216,2022/8/25,0
216,2022/8/26,0
216,2022/8/27,0
216,2022/8/28,0
216,2022/8/30,0
216,2022/8/31,0
216,2022/9/1,0
216,2022/9/2,0
216,2022/9/3,0
216,2022/9/4,2
216,2022/9/5,0
216,2022/9/6,2
216,2022/9/7,2
216,2022/9/8,2
216,2022/9/9,0
216,2022/9/10,2
216,2022/9/11,2
216,2022/9/12,2
216,2022/9/13,2
216,2022/9/14,0
216,2022/9/15,0
216,2022/9/16,2
216,2022/9/17,2
216,2022/9/18,2
216,2022/9/19,2
216,2022/9/20,2
216,2022/9/21,2
216,2022/9/22,2
216,2022/9/23,2
216,2022/9/24,2
216,2022/9/25,2
216,2022/9/26,0
216,2022/9/27,2
216,2022/9/28,2
216,2022/9/29,2
216,2022/9/30,2
216,2023/4/1,0
216,2023/4/2,0
216,2023/4/3,0
216,2023/4/4,0
216,2023/4/5,2
216,2023/4/6,0
216,2023/4/7,0
216,2023/4/8,2
216,2023/4/10,2
216,2023/4/11,0
216,2023/4/12,2
216,2023/4/13,0
216,2023/4/14,0
216,2023/4/15,2
216,2023/4/16,0
216,2023/4/17,0
216,2023/4/18,2
216,2023/4/19,2
216,2023/4/20,2
216,2023/4/21,0
216,2023/4/22,0
216,2023/4/23,2
216,2023/4/24,2
216,2023/4/25,0
216,2023/4/26,0
216,2023/4/27,0
216,2023/4/28,0
216,2023/4/29,2
216,2023/4/30,0
216,2023/5/1,0
216,2023/5/2,2
216,2023/5/3,0
216,2023/5/4,0
216,2023/5/5,0
216,2023/5/6,0
216,2023/5/7,2
216,2023/5/8,0
216,2023/5/9,0
216,2023/5/10,0
216,2023/5/11,0
216,2023/5/12,0
216,2023/5/13,2
216,2023/5/14,0
216,2023/5/15,0
216,2023/5/16,0
216,2023/5/17,0
216,2023/5/18,0
216,2023/5/19,0
216,2023/5/20,2
216,2023/5/21,0
216,2023/5/22,0
216,2023/5/23,0
216,2023/5/24,2
216,2023/5/25,2
216,2023/5/26,0
216,2023/5/27,2
216,2023/5/28,0
216,2023/5/29,0
216,2023/5/30,0
216,2023/5/31,2
216,2023/6/1,4
216,2023/6/2,4
216,2023/6/3,4
216,2023/6/4,0
216,2023/6/5,2
216,2023/6/6,0
216,2023/6/7,0
216,2023/6/8,2
216,2023/6/9,2
216,2023/6/10,2
216,2023/6/11,2
216,2023/6/12,2
216,2023/6/13,2
216,2023/6/14,0
216,2023/6/15,2
216,2023/6/16,2
216,2023/6/17,4
216,2023/6/18,4
216,2023/6/19,2
216,2023/6/20,0
216,2023/6/21,0
216,2023/6/22,0
216,2023/6/23,0
216,2023/6/24,0
216,2023/6/25,0
216,2023/6/26,0
216,2023/6/27,0
216,2023/6/28,0
216,2023/6/29,0
216,2023/6/30,0
217,2022/7/1,10
217,2022/7/2,6
217,2022/7/3,8
217,2022/7/4,6
217,2022/7/5,8
217,2022/7/6,8
217,2022/7/7,8
217,2022/7/8,8
217,2022/7/9,10
217,2022/7/10,10
217,2022/7/11,10
217,2022/7/12,10
217,2022/7/13,6
217,2022/7/14,14
217,2022/7/15,12
217,2022/7/16,16
217,2022/7/17,18
217,2022/7/18,10
217,2022/7/19,14
217,2022/7/20,16
217,2022/7/21,14
217,2022/7/22,16
217,2022/7/23,16
217,2022/7/24,18
217,2022/7/25,16
217,2022/7/26,14
217,2022/7/27,14
217,2022/7/28,16
217,2022/7/29,16
217,2022/7/30,20
217,2022/7/31,18
217,2022/8/1,18
217,2022/8/2,14
217,2022/8/3,14
217,2022/8/4,14
217,2022/8/5,12
217,2022/8/6,14
217,2022/8/7,12
217,2022/8/8,14
217,2022/8/9,14
217,2022/8/10,12
217,2022/8/11,12
217,2022/8/12,16
217,2022/8/13,16
217,2022/8/14,14
217,2022/8/15,16
217,2022/8/16,18
217,2022/8/17,12
217,2022/8/18,18
217,2022/8/19,12
217,2022/8/20,14
217,2022/8/21,16
217,2022/8/22,14
217,2022/8/23,16
217,2022/8/24,16
217,2022/8/25,18
217,2022/8/26,16
217,2022/8/27,18
217,2022/8/28,14
217,2022/8/29,16
217,2022/8/30,14
217,2022/8/31,16
217,2022/9/1,14
217,2022/9/2,10
217,2022/9/3,14
217,2022/9/4,14
217,2022/9/5,14
217,2022/9/6,12
217,2022/9/7,12
217,2022/9/8,14
217,2022/9/9,14
217,2022/9/10,16
217,2022/9/11,18
217,2022/9/12,18
217,2022/9/13,16
217,2022/9/14,20
217,2022/9/15,18
217,2022/9/16,14
217,2022/9/17,20
217,2022/9/18,18
217,2022/9/19,20
217,2022/9/20,14
217,2022/9/21,16
217,2022/9/22,14
217,2022/9/23,14
217,2022/9/24,26
217,2022/9/25,22
217,2022/9/26,18
217,2022/9/27,14
217,2022/9/28,16
217,2022/9/29,18
217,2022/9/30,12
217,2023/4/1,30
217,2023/4/2,22
217,2023/4/3,32
217,2023/4/4,24
217,2023/4/5,24
217,2023/4/6,24
217,2023/4/7,18
217,2023/4/8,24
217,2023/4/9,28
217,2023/4/10,26
217,2023/4/11,20
217,2023/4/12,22
217,2023/4/13,20
217,2023/4/14,26
217,2023/4/15,26
217,2023/4/16,30
217,2023/4/17,30
217,2023/4/18,30
217,2023/4/19,32
217,2023/4/20,24
217,2023/4/21,24
217,2023/4/22,28
217,2023/4/23,30
217,2023/4/24,26
217,2023/4/25,26
217,2023/4/26,28
217,2023/4/27,26
217,2023/4/28,24
217,2023/4/29,28
217,2023/4/30,26
217,2023/5/1,32
217,2023/5/2,28
217,2023/5/3,38
217,2023/5/4,30
217,2023/5/5,30
217,2023/5/6,32
217,2023/5/7,32
217,2023/5/8,32
217,2023/5/9,32
217,2023/5/10,38
217,2023/5/11,40
217,2023/5/12,38
217,2023/5/13,40
217,2023/5/14,46
217,2023/5/15,50
217,2023/5/16,70
217,2023/5/17,58
217,2023/5/18,46
217,2023/5/19,48
217,2023/5/20,42
217,2023/5/21,40
217,2023/5/22,42
217,2023/5/23,40
217,2023/5/24,40
217,2023/5/25,40
217,2023/5/26,42
217,2023/5/27,48
217,2023/5/28,40
217,2023/5/29,38
217,2023/5/30,36
217,2023/5/31,44
217,2023/6/1,68
217,2023/6/2,78
217,2023/6/3,60
217,2023/6/4,58
217,2023/6/5,52
217,2023/6/6,60
217,2023/6/7,56
217,2023/6/8,60
217,2023/6/9,54
217,2023/6/10,64
217,2023/6/11,54
217,2023/6/12,48
217,2023/6/13,54
217,2023/6/14,58
217,2023/6/15,62
217,2023/6/16,82
217,2023/6/17,72
217,2023/6/18,94
217,2023/6/19,64
217,2023/6/20,46
217,2023/6/21,42
217,2023/6/22,40
217,2023/6/23,44
217,2023/6/24,44
217,2023/6/25,38
217,2023/6/26,42
217,2023/6/27,50
217,2023/6/28,44
217,2023/6/29,40
217,2023/6/30,40
218,2022/7/1,42
218,2022/7/2,38
218,2022/7/3,32
218,2022/7/4,34
218,2022/7/5,56
218,2022/7/6,50
218,2022/7/7,60
218,2022/7/8,58
218,2022/7/9,38
218,2022/7/10,34
218,2022/7/11,38
218,2022/7/12,44
218,2022/7/13,48
218,2022/7/14,82
218,2022/7/15,72
218,2022/7/16,68
218,2022/7/17,56
218,2022/7/18,64
218,2022/7/19,146
218,2022/7/20,70
218,2022/7/21,68
218,2022/7/22,118
218,2022/7/23,58
218,2022/7/24,62
218,2022/7/25,48
218,2022/7/26,56
218,2022/7/27,70
218,2022/7/28,70
218,2022/7/29,58
218,2022/7/30,54
218,2022/7/31,60
218,2022/8/1,82
218,2022/8/2,84
218,2022/8/3,68
218,2022/8/4,76
218,2022/8/5,80
218,2022/8/6,76
218,2022/8/7,58
218,2022/8/8,50
218,2022/8/9,60
218,2022/8/10,76
218,2022/8/11,82
218,2022/8/12,76
218,2022/8/13,62
218,2022/8/14,74
218,2022/8/15,82
218,2022/8/16,106
218,2022/8/17,94
218,2022/8/18,78
218,2022/8/19,102
218,2022/8/20,74
218,2022/8/21,74
218,2022/8/22,98
218,2022/8/23,80
218,2022/8/24,100
218,2022/8/25,80
218,2022/8/26,80
218,2022/8/27,74
218,2022/8/28,58
218,2022/8/29,80
218,2022/8/30,76
218,2022/8/31,80
218,2022/9/1,94
218,2022/9/2,86
218,2022/9/3,108
218,2022/9/4,76
218,2022/9/5,82
218,2022/9/6,88
218,2022/9/7,100
218,2022/9/8,100
218,2022/9/9,110
218,2022/9/10,86
218,2022/9/11,60
218,2022/9/12,46
218,2022/9/13,46
218,2022/9/14,92
218,2022/9/15,80
218,2022/9/16,102
218,2022/9/17,116
218,2022/9/18,78
218,2022/9/19,64
218,2022/9/20,74
218,2022/9/21,86
218,2022/9/22,92
218,2022/9/23,86
218,2022/9/24,86
218,2022/9/25,82
218,2022/9/26,70
218,2022/9/27,116
218,2022/9/28,98
218,2022/9/29,104
218,2022/9/30,126
218,2023/4/1,90
218,2023/4/2,78
218,2023/4/3,108
218,2023/4/4,94
218,2023/4/5,88
218,2023/4/6,84
218,2023/4/7,98
218,2023/4/8,98
218,2023/4/9,70
218,2023/4/10,106
218,2023/4/11,102
218,2023/4/12,96
218,2023/4/13,94
218,2023/4/14,108
218,2023/4/15,94
218,2023/4/16,80
218,2023/4/17,94
218,2023/4/18,84
218,2023/4/19,78
218,2023/4/20,88
218,2023/4/21,94
218,2023/4/22,78
218,2023/4/23,88
218,2023/4/24,86
218,2023/4/25,114
218,2023/4/26,102
218,2023/4/27,112
218,2023/4/28,108
218,2023/4/29,100
218,2023/4/30,86
218,2023/5/1,72
218,2023/5/2,66
218,2023/5/3,74
218,2023/5/4,84
218,2023/5/5,88
218,2023/5/6,78
218,2023/5/7,82
218,2023/5/8,80
218,2023/5/9,76
218,2023/5/10,88
218,2023/5/11,90
218,2023/5/12,110
218,2023/5/13,100
218,2023/5/14,66
218,2023/5/15,94
218,2023/5/16,128
218,2023/5/17,136
218,2023/5/18,160
218,2023/5/19,118
218,2023/5/20,100
218,2023/5/21,120
218,2023/5/22,132
218,2023/5/23,196
218,2023/5/24,294
218,2023/5/25,306
218,2023/5/26,312
218,2023/5/27,260
218,2023/5/28,278
218,2023/5/29,628
218,2023/5/30,782
218,2023/5/31,798
218,2023/6/1,418
218,2023/6/2,206
218,2023/6/3,100
218,2023/6/4,68
218,2023/6/5,76
218,2023/6/6,86
218,2023/6/7,84
218,2023/6/8,138
218,2023/6/9,100
218,2023/6/10,90
218,2023/6/11,76
218,2023/6/12,114
218,2023/6/13,104
218,2023/6/14,130
218,2023/6/15,90
218,2023/6/16,120
218,2023/6/17,114
218,2023/6/18,208
218,2023/6/19,108
218,2023/6/20,122
218,2023/6/21,100
218,2023/6/22,84
218,2023/6/23,70
218,2023/6/24,56
218,2023/6/25,64
218,2023/6/26,56
218,2023/6/27,88
218,2023/6/28,94
218,2023/6/29,146
218,2023/6/30,102
219,2022/7/4,0
219,2022/7/16,0
219,2022/7/17,0
219,2022/7/21,0
219,2022/7/23,0
219,2022/7/24,2
219,2022/7/28,0
219,2022/7/31,0
219,2022/8/6,0
219,2022/8/8,0
219,2022/8/12,0
219,2022/8/17,0
219,2022/8/19,2
219,2022/8/20,0
219,2022/8/21,0
219,2022/8/22,0
219,2022/8/23,0
219,2022/8/26,0
219,2022/8/27,0
219,2022/8/28,0
219,2022/8/29,0
219,2022/8/30,0
219,2022/8/31,0
219,2022/9/1,0
219,2022/9/2,0
219,2022/9/4,0
219,2022/9/5,0
219,2022/9/7,0
219,2022/9/9,0
219,2022/9/11,0
219,2022/9/12,2
219,2022/9/13,0
219,2022/9/14,0
219,2022/9/15,0
219,2022/9/19,0
219,2022/9/23,0
219,2022/9/24,0
219,2022/9/25,0
219,2022/9/26,0
219,2022/9/29,0
219,2022/9/30,0
219,2023/4/10,0
219,2023/4/11,0
219,2023/4/12,0
219,2023/4/13,0
219,2023/4/14,0
219,2023/4/15,0
219,2023/4/17,0
219,2023/4/20,0
219,2023/4/21,0
219,2023/4/22,0
219,2023/4/23,0
219,2023/4/27,2
219,2023/4/29,0
219,2023/5/7,0
219,2023/5/10,0
219,2023/5/11,0
219,2023/5/13,0
219,2023/5/18,0
219,2023/5/20,0
219,2023/5/24,0
219,2023/5/26,0
219,2023/5/28,0
219,2023/5/30,0
219,2023/5/31,0
219,2023/6/1,0
219,2023/6/3,0
219,2023/6/6,0
219,2023/6/8,0
219,2023/6/10,0
219,2023/6/11,0
219,2023/6/13,0
219,2023/6/14,0
219,2023/6/15,0
219,2023/6/17,2
219,2023/6/18,0
219,2023/6/20,0
219,2023/6/22,0
219,2023/6/25,0
219,2023/6/26,0
219,2023/6/29,0
220,2022/7/1,20
220,2022/7/2,22
220,2022/7/3,18
220,2022/7/4,20
220,2022/7/5,22
220,2022/7/6,16
220,2022/7/7,22
220,2022/7/8,26
220,2022/7/9,26
220,2022/7/10,24
220,2022/7/11,20
220,2022/7/12,18
220,2022/7/13,22
220,2022/7/14,28
220,2022/7/15,28
220,2022/7/16,26
220,2022/7/17,26
220,2022/7/18,22
220,2022/7/19,20
220,2022/7/20,22
220,2022/7/21,20
220,2022/7/22,28
220,2022/7/23,26
220,2022/7/24,24
220,2022/7/25,24
220,2022/7/26,22
220,2022/7/27,14
220,2022/7/28,18
220,2022/7/29,22
220,2022/7/30,20
220,2022/7/31,24
220,2022/8/1,24
220,2022/8/2,26
220,2022/8/3,30
220,2022/8/4,18
220,2022/8/5,22
220,2022/8/6,22
220,2022/8/7,18
220,2022/8/8,16
220,2022/8/9,14
220,2022/8/10,12
220,2022/8/11,16
220,2022/8/12,20
220,2022/8/13,20
220,2022/8/14,14
220,2022/8/15,16
220,2022/8/16,20
220,2022/8/17,18
220,2022/8/18,14
220,2022/8/19,16
220,2022/8/20,20
220,2022/8/21,18
220,2022/8/22,18
220,2022/8/23,16
220,2022/8/24,12
220,2022/8/25,18
220,2022/8/26,16
220,2022/8/27,24
220,2022/8/28,18
220,2022/8/29,14
220,2022/8/30,16
220,2022/8/31,14
220,2022/9/1,18
220,2022/9/2,22
220,2022/9/3,24
220,2022/9/4,14
220,2022/9/5,16
220,2022/9/6,22
220,2022/9/7,26
220,2022/9/8,28
220,2022/9/9,26
220,2022/9/10,32
220,2022/9/11,26
220,2022/9/12,20
220,2022/9/13,24
220,2022/9/14,18
220,2022/9/15,22
220,2022/9/16,28
220,2022/9/17,32
220,2022/9/18,26
220,2022/9/19,16
220,2022/9/20,16
220,2022/9/21,16
220,2022/9/22,18
220,2022/9/23,22
220,2022/9/24,22
220,2022/9/25,22
220,2022/9/26,14
220,2022/9/27,16
220,2022/9/28,16
220,2022/9/29,16
220,2022/9/30,26
220,2023/4/1,12
220,2023/4/2,18
220,2023/4/3,12
220,2023/4/4,12
220,2023/4/5,12
220,2023/4/6,12
220,2023/4/7,12
220,2023/4/8,14
220,2023/4/9,14
220,2023/4/10,12
220,2023/4/11,12
220,2023/4/12,10
220,2023/4/13,10
220,2023/4/14,14
220,2023/4/15,18
220,2023/4/16,12
220,2023/4/17,12
220,2023/4/18,10
220,2023/4/19,10
220,2023/4/20,12
220,2023/4/21,12
220,2023/4/22,14
220,2023/4/23,10
220,2023/4/24,12
220,2023/4/25,12
220,2023/4/26,14
220,2023/4/27,12
220,2023/4/28,18
220,2023/4/29,14
220,2023/4/30,12
220,2023/5/1,12
220,2023/5/2,14
220,2023/5/3,8
220,2023/5/4,10
220,2023/5/5,12
220,2023/5/6,12
220,2023/5/7,10
220,2023/5/8,10
220,2023/5/9,8
220,2023/5/10,10
220,2023/5/11,6
220,2023/5/12,12
220,2023/5/13,16
220,2023/5/14,12
220,2023/5/15,10
220,2023/5/16,14
220,2023/5/17,16
220,2023/5/18,12
220,2023/5/19,22
220,2023/5/20,16
220,2023/5/21,12
220,2023/5/22,10
220,2023/5/23,12
220,2023/5/24,8
220,2023/5/25,12
220,2023/5/26,14
220,2023/5/27,18
220,2023/5/28,8
220,2023/5/29,10
220,2023/5/30,10
220,2023/5/31,22
220,2023/6/1,68
220,2023/6/2,32
220,2023/6/3,26
220,2023/6/4,18
220,2023/6/5,16
220,2023/6/6,20
220,2023/6/7,10
220,2023/6/8,14
220,2023/6/9,24
220,2023/6/10,26
220,2023/6/11,22
220,2023/6/12,16
220,2023/6/13,20
220,2023/6/14,14
220,2023/6/15,22
220,2023/6/16,28
220,2023/6/17,30
220,2023/6/18,48
220,2023/6/19,22
220,2023/6/20,18
220,2023/6/21,18
220,2023/6/22,14
220,2023/6/23,16
220,2023/6/24,16
220,2023/6/25,14
220,2023/6/26,14
220,2023/6/27,10
220,2023/6/28,12
220,2023/6/29,16
220,2023/6/30,16
221,2022/7/3,0
221,2022/7/7,0
221,2022/7/14,0
221,2022/7/15,0
221,2022/7/16,0
221,2022/7/17,0
221,2022/7/18,2
221,2022/7/19,0
221,2022/7/21,0
221,2022/7/22,0
221,2022/7/23,2
221,2022/7/24,0
221,2022/7/26,0
221,2022/7/27,0
221,2022/7/28,0
221,2022/7/29,0
221,2022/7/30,0
221,2022/7/31,0
221,2022/8/1,0
221,2022/8/2,2
221,2022/8/3,0
221,2022/8/4,0
221,2022/8/5,0
221,2022/8/7,0
221,2022/8/8,2
221,2022/8/9,2
221,2022/8/10,4
221,2022/8/11,0
221,2022/8/12,2
221,2022/8/13,2
221,2022/8/14,2
221,2022/8/15,2
221,2022/8/16,2
221,2022/8/17,2
221,2022/8/19,0
221,2022/8/20,0
221,2022/8/21,2
221,2022/8/22,0
221,2022/8/23,2
